Ligne;Date;"Code boutique source";"Artisan source";Désignation;Quantité;"Prix unitaire";"Montant transcrit";"Montant retenu";Écart;Statut;Anomalies
840;02/07/2025;"""";GUEKAN;"Vin cola";4;2500;10000;10000;0;Importée;"Date reprise de la ligne précédente | Code de boutique repris de la ligne précédente | Nom d'artisan repris de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « Guekam » à 83,3 %"
841;02/07/2025;"""";GUEKAN;"Vin koka cola";2;2500;5000;5000;0;Importée;"Date reprise de la ligne précédente | Code de boutique repris de la ligne précédente | Nom d'artisan repris de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « Guekam » à 83,3 %"
842;07/07/2025;B03;"Guy marcel";miel;2;5000;10000;10000;0;Importée;"Année déduite de la ligne précédente"
843;07/07/2025;B06;Floralis;croquette;1;1500;1500;1500;0;Importée;"Année déduite de la ligne précédente"
844;07/07/2025;B03;"Guy marcel";miel;1;2500;2500;2500;0;Importée;"Année déduite de la ligne précédente"
845;07/07/2025;B007;"M. Jonas";"Vin de gingembre";1;3500;3500;3500;0;Importée;"Année déduite de la ligne précédente"
846;07/07/2025;B09;"M. Tchinda";bol;1;25000;25000;25000;0;Importée;"Année déduite de la ligne précédente"
847;08/07/2025;B01;"M. Guekan";"Vin de bibisse";1;2500;2500;2500;0;Importée;"Année déduite de la ligne précédente"
848;08/07/2025;B06;Floralis;Vinaigre;1;3000;3000;3000;0;Importée;"Année déduite de la ligne précédente"
849;08/07/2025;B06;Floralis;Croquette;7;100;700;700;0;Importée;"Année déduite de la ligne précédente"
850;08/07/2025;B01;"Mme Thérèse";"Jus naturel";6;500;3000;3000;0;Importée;"Année déduite de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « Mme Thérèse Dogmo » à 78,6 %"
851;08/07/2025;B26;"ETS SAYA Desire";"Cookies de manioc";1;200;200;200;0;Importée;"Année déduite de la ligne précédente"
852;10/07/2025;B06;"ETS SAYA";"Biscuit de manioc choco";1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
853;10/07/2025;B06;"ESSAYA Desire";"miel Bangou";1;800;800;800;0;Importée;"Année déduite de la ligne précédente"
854;11/07/2025;B09;"M. Guy florel";"miel Bangou";2;5000;10000;10000;0;Importée;"Année déduite de la ligne précédente"
855;12/07/2025;B06;Floralis;croquette;5;100;500;500;0;Importée;"Année déduite de la ligne précédente"
856;14/07/2025;B06;Nadis;menthos;1;500;500;500;0;Importée;"Année déduite de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « Nadicos » à 83,3 %"
857;14/07/2025;B06;Floralis;Croquette;5;1000;5000;5000;0;Importée;"Année déduite de la ligne précédente"
858;14/07/2025;B07;"SONGWE stéphane";masque;1;5000;5000;5000;0;Importée;"Année déduite de la ligne précédente"
859;14/07/2025;B08;"TCHINDA GBATCHOU";Statuette;1;7500;7500;7500;0;Importée;"Année déduite de la ligne précédente"
860;14/07/2025;B09;"SONGWE Stéphane";Statuette;1;9000;9000;9000;0;Importée;"Année déduite de la ligne précédente"
861;14/07/2025;B06;"ETS SAYA";"Cookies manioc";2;200;400;400;0;Importée;"Année déduite de la ligne précédente"
862;14/07/2025;B02;GUEKAN;"Vin koka cola";1;2500;2500;2500;0;Importée;"Année déduite de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « Guekam » à 83,3 %"
863;14/07/2025;B06;"Mme doflorealis";"lait de reparation";5;100;500;500;0;Importée;"Année déduite de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « en Floralis » à 76,9 %"
864;15/07/2025;B06;"ETS SAYA";"croquette manioc";2;200;400;400;0;Importée;"Année déduite de la ligne précédente"
865;15/07/2025;B06;"ETS SAYA";"Cookies manioc";5;200;1000;1000;0;Importée;"Année déduite de la ligne précédente"
866;15/07/2025;"""";"ETS SAYA";chocomanioc;1;800;800;800;0;Importée;"Année déduite de la ligne précédente | Code de boutique repris de la ligne précédente | Nom d'artisan repris de la ligne précédente"
867;15/07/2025;"""";"ETS SAYA";"biscuit manioc";1;500;500;500;0;Importée;"Année déduite de la ligne précédente | Code de boutique repris de la ligne précédente | Nom d'artisan repris de la ligne précédente"
868;15/07/2025;"""";"ETS SAYA";"Cookies patate";1;100;100;100;0;Importée;"Année déduite de la ligne précédente | Code de boutique repris de la ligne précédente | Nom d'artisan repris de la ligne précédente"
869;15/07/2025;B06;Floralis;Croquette;2;100;200;200;0;Importée;"Année déduite de la ligne précédente"
870;16/07/2025;B06;Floralis;Croquette;5;100;500;500;0;Importée;"Année déduite de la ligne précédente"
871;16/07/2025;B07;"Mme Njam Ibrahim";masque;1;12000;12000;12000;0;Importée;"Année déduite de la ligne précédente"
872;17/07/2025;B04/4;Floralis;Croquette;13;100;1300;1300;0;Importée;"Année déduite de la ligne précédente"
873;17/07/2025;B06;"ETS SAYA";"Cookies manioc";1;200;200;200;0;Importée;"Année déduite de la ligne précédente"
874;17/07/2025;B03;"YAM B";miel;1;2500;2500;2500;0;Importée;"Année déduite de la ligne précédente"
875;17/07/2025;B02;KAMTA;"Vin therapeutq";1;3000;3000;3000;0;Importée;"Année déduite de la ligne précédente"
876;18/07/2025;B02;KAMTA;"Vin therapeutq";1;2500;2500;2500;0;Importée;"Année déduite de la ligne précédente"
877;18/07/2025;B06;"ET SAYA";"Cookies manioc";2;200;400;400;0;Importée;"Année déduite de la ligne précédente"
878;18/07/2025;B06;"croquette florale";Croquette;2;100;200;200;0;Importée;"Année déduite de la ligne précédente"
879;18/07/2025;B04;Sidonie;pot;1;5000;5000;5000;0;Importée;"Année déduite de la ligne précédente"
880;18/07/2025;B04;Sidonie;"Tige de fleur";5;350;1750;1750;0;Importée;"Année déduite de la ligne précédente"
881;19/07/2025;B04;"Mme dogmo Therese";"jus fruit";2;500;1000;1000;0;Importée;"Année déduite de la ligne précédente"
882;19/07/2025;B06;Floralis;croquette;8;100;800;800;0;Importée;"Année déduite de la ligne précédente"
883;21/07/2025;B02;MDSOKEO;"Charbon vegetale";1;1500;1500;1500;0;Importée;"Année déduite de la ligne précédente"
884;21/07/2025;B01;"Mme Thérèse Dogmo";"Jus naturel";1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
885;21/07/2025;B06;Floralis;"Eau de javel";1;700;700;700;0;Importée;"Année déduite de la ligne précédente"
886;21/07/2025;B06;Nadicos;Savon;1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
887;21/07/2025;B06;Nadicos;detergent;1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
888;21/07/2025;B01;"Mme Dogmo Thérèse";Vin;1;3500;3500;3500;0;Importée;"Année déduite de la ligne précédente"
889;22/07/2025;B01;"Mme Justine";"Tableau pour decoration porte clé";1;12000;12000;12000;0;Importée;"Année déduite de la ligne précédente"
890;22/07/2025;B08;M.Tchinda;;1;10000;10000;10000;0;"Non importée";"Année déduite de la ligne précédente | Désignation absente"
891;23/07/2025;B06;Floralis;Croquette;12;100;1200;1200;0;Importée;"Année déduite de la ligne précédente"
892;23/07/2025;B06;"ETS SAYA";"Chip de manioc";2;500;1000;1000;0;Importée;"Année déduite de la ligne précédente"
893;23/07/2025;B06;Nadicos;Vinaigre;2;300;600;600;0;Importée;"Année déduite de la ligne précédente"
894;25/07/2025;B26;"Doro TSANI";"Savon Hibiscus";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
895;27/07/2025;B06;Gassami;"Café Bafous";1;3500;3500;3500;0;Importée;"Année déduite de la ligne précédente"
896;26/07/2025;B01;"Mme Thérèse Dogmo";"Jus de fruit";1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
897;26/07/2025;B01;"M. Jonas";"Jus de fruit";1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
898;26/07/2025;B06;"Croquette Floralis";"Poudre de riz";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
899;26/07/2025;B02;"M. ISEMITA";Croquette;5;300;1500;1500;0;Importée;"Année déduite de la ligne précédente"
900;26/07/2025;B06;"ETS SAYA";"Vin therapeutg";1;3000;3000;3000;0;Importée;"Année déduite de la ligne précédente"
901;28/07/2025;B02;"M. Djoho";"Biscuit d'avoine";1;200;200;200;0;Importée;"Année déduite de la ligne précédente"
902;28/07/2025;B02;"Mme Tchana";Antigastrique;1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
903;28/07/2025;B02;TSANIMAT;gingembre;1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
904;28/07/2025;B02;TSANIMAT;Rhumargo;1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
905;28/07/2025;B02;TSANIMAT;Produit;1;2000;2000;2000;0;Importée;"Année déduite de la ligne précédente"
906;28/07/2025;B02;;proplis;1;3500;3500;3500;0;Importée;"Année déduite de la ligne précédente | Artisan non identifiable"
907;11/08/2025;B03;"VAR Bamenda";miel;1;3000;3000;3000;0;Importée;"Année déduite de la ligne précédente"
908;11/08/2025;B06;"Crousti delice";"biscuit manioc";1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
909;11/08/2025;B06;"ETS SAYA";"cookies manioc";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
910;14/08/2025;B0A;Solange;"Cafe raphia";1;3500;3500;3500;0;Importée;"Année déduite de la ligne précédente"
911;14/08/2025;B01;Mboule;"Vin avocat";2;100;200;200;0;Importée;"Année déduite de la ligne précédente"
912;26/08/2025;B06;Floralis;croquette;22;100;2200;2200;0;Importée;"Année déduite de la ligne précédente"
913;26/08/2025;B06;NGASSAM;"biscuit manioc";1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
914;26/08/2025;B06;"ETS SAYA";"cookies m";1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
915;26/08/2025;B03;"VAR Bamenda";miel;1;3000;3000;3000;0;Importée;"Année déduite de la ligne précédente"
916;26/08/2025;B02;"Titi Pao";Curcuma;1;500;500;500;0;Importée;"Année déduite de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « Titi bio » à 75,0 %"
917;26/08/2025;B006;Floralis;croquette;10;100;1000;1000;0;Importée;"Année déduite de la ligne précédente"
918;27/08/2025;B003;"Guy Marcel";miel;2;5000;10000;10000;0;Importée;"Année déduite de la ligne précédente"
919;27/08/2025;B03;"Guy Marcel";piment;1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
920;27/08/2025;B012;Fideline;barrette;1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
921;27/08/2025;B06;Nadis;vinaigre;1;300;300;300;0;Importée;"Année déduite de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « Nadicos » à 83,3 %"
922;27/08/2025;B07;IBRAHIM;Chaise;1;30000;30000;30000;0;Importée;"Année déduite de la ligne précédente"
923;27/08/2025;;"Mme Justine";"Tableau pour decoration";2;12000;24000;24000;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
924;27/08/2025;B01;Mboule;"Vin avocat";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
925;27/08/2025;B02;;"Clou girofle";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente | Artisan non identifiable"
926;27/08/2025;B01;GUEKAM;"Vin cola";1;2500;2500;2500;0;Importée;"Année déduite de la ligne précédente"
927;28/08/2025;B06;"ETS SAYA";Cookies;12;200;2400;2400;0;Importée;"Année déduite de la ligne précédente"
928;28/08/2025;B06;NGASSAM;"biscuit manioc";1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
929;28/08/2025;B06;Floralis;Croquette;4;100;400;400;0;Importée;"Année déduite de la ligne précédente"
930;28/08/2025;B01;"M. KAMTA Vin therapeutig";"Vin therapeutig";1;2500;2500;2500;0;Importée;"Année déduite de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « Vin Therapeutig » à 78,9 %"
931;28/08/2025;B06;Floralis;croquette;5;100;500;500;0;Importée;"Année déduite de la ligne précédente"
932;29/08/2025;;;"Tableau deco";1;12000;12000;12000;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent | Artisan non identifiable"
933;30/08/2025;B06;croquette;;;;;;;"Non importée";"Année déduite de la ligne précédente | Désignation absente | Quantité, prix et montant trop lacunaires pour une vente"
934;29/08/2025;B06;Floralis;croquette;6;100;600;600;0;Importée;"Année déduite de la ligne précédente"
935;29/08/2025;B02;"M. Guekam";"Vin de Cola bitakola";6;2500;15000;15000;0;Importée;"Année déduite de la ligne précédente"
936;29/08/2025;B06;"ETS SAYA";Cookies;1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
937;30/08/2025;B03;"Guy Marcel";Piment;1;1500;1500;1500;0;Importée;"Année déduite de la ligne précédente"
938;30/08/2025;B06;Floralis;"detergent liquide";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
939;30/08/2025;B06;Floralis;"eau de javel";1;700;700;700;0;Importée;"Année déduite de la ligne précédente"
940;30/08/2025;B06;"croquette Floralis";croquette;6;100;600;600;0;Importée;"Année déduite de la ligne précédente"
941;01/09/2025;B06;Crousti-delice;"biscuit manioc";1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
942;04/09/2025;B06;"Madi cosm";"Savon noir";1;2500;2500;2500;0;Importée;"Année déduite de la ligne précédente"
943;04/09/2025;B06;Floralis;Croquettes;10;100;1000;1000;0;Importée;"Année déduite de la ligne précédente"
944;04/09/2025;B06;"Madi cosmétique";Menthols;1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
945;09/09/2025;B01;"DONGMO Therese";"Jus naturel";1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
946;10/09/2025;B06;Floralis;Croquettes;4;100;400;400;0;Importée;"Année déduite de la ligne précédente"
947;10/09/2025;B012;"Mika perls";"porte clé";1;200;200;200;0;Importée;"Année déduite de la ligne précédente"
948;10/09/2025;B06;Floralis;Croquettes;13;100;1300;1300;0;Importée;"Année déduite de la ligne précédente"
949;10/09/2025;B06;Floralis;"savon liquide";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
950;10/09/2025;B06;Floralis;croquettes;3;100;300;300;0;Importée;"Année déduite de la ligne précédente"
951;15/09/2025;B06;"Sorelle Cosmétique";shampoing;1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
952;15/09/2025;B06;"Etablissement desir";"Snips de Manioc";1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
953;17/09/2025;B03;"Miel Bangou";"Miel Bangou";1;5000;5000;5000;0;Importée;"Année déduite de la ligne précédente"
954;18/09/2025;B03;"Miel Bangou";"Huile de piment";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
955;19/09/2025;B03;"Miel Bangou";"Miel Bangou";1;2000;2000;2000;0;Importée;"Année déduite de la ligne précédente"
956;19/09/2025;Galerie;Galerie;"Miel blanc";1;8500;8500;8500;0;Importée;"Année déduite de la ligne précédente"
957;19/09/2025;Galerie;Galerie;"Miel brun";1;3000;3000;3000;0;Importée;"Année déduite de la ligne précédente"
958;25/09/2025;"N° 01";"Mme MBOULÉ";"Vin d'avocat";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
959;30/09/2025;"N° 1";"Mme MBoulé";"Vin d'avocat";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
960;30/09/2025;"N° 02";TSANIMAT;"cure de diabete";1;2000;2000;2000;0;Importée;"Année déduite de la ligne précédente"
961;30/09/2025;"N° 6";NGASSAM;"Biscuit de manioc";2;500;1000;1000;0;Importée;"Année déduite de la ligne précédente"
962;01/10/2025;"N° 6";NGASSAM;"Huile de coco";1;5000;5000;5000;0;Importée;"Année déduite de la ligne précédente"
963;01/10/2025;"N° 8";Sokoudjou;Babouche;1;8000;8000;8000;0;Importée;"Année déduite de la ligne précédente"
964;01/10/2025;"N° 6";Sorelle;"Savon noir";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
965;01/10/2025;"N° 6";Sorelle;"Lait éclaircissant";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
966;01/10/2025;"N° 6";Floralis;croquettes;5;100;500;500;0;Importée;"Année déduite de la ligne précédente"
967;02/10/2025;"N° 3";"M. Guy Marcel";"Miel Bangou";1;2000;2000;2000;0;Importée;"Année déduite de la ligne précédente"
968;02/10/2025;"N° 3";"M. Guy Marcel";"Miel Bangou";1;3000;3000;3000;0;Importée;"Année déduite de la ligne précédente"
969;03/10/2025;"N° 6";Floralis;Croquettes;2;100;200;200;0;Importée;"Année déduite de la ligne précédente"
970;04/10/2025;"N° 08";Sokoudjou;colliers;1;7500;7500;7500;0;Importée;"Année déduite de la ligne précédente"
971;04/10/2025;"N° 19";"M. MBIAKOP";bracelet;1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
972;04/10/2025;"N° 19";"M. MBIAKOP";boucles;2;700;1400;1400;0;Importée;"Année déduite de la ligne précédente"
973;04/10/2025;"N° 19";"M. MBIAKOP";"porte clés";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
974;04/10/2025;"No 19";"M. MBIAKOP";bracelet;1;700;700;700;0;Importée;"Année déduite de la ligne précédente"
975;16/10/2025;"N° 1";"Mme MBoulé";"Vin d'avocat";3;3500;10500;10500;0;Importée;"Année déduite de la ligne précédente"
976;16/10/2025;"N° 6";"Madi cosmetique";Baume;2;500;1000;1000;0;Importée;"Année déduite de la ligne précédente"
977;24/10/2025;"N° 6";"Crousti Delice NGASSAM";"Biscuit de manioc";2;500;1000;1000;0;Importée;"Année déduite de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « Crousti delice » à 77,8 %"
978;24/10/2025;;"VAR Bamenda";"Miel brun";2;3000;6000;6000;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
979;25/10/2025;"N° 2";TSANIMAT;"Cisson Diabete";1;2000;2000;2000;0;Importée;"Année déduite de la ligne précédente"
980;24/10/2025;"N° 15";"Mme Sidonie";Pendule;1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « Sidonie » à 77,8 %"
981;24/10/2025;"N° 04";"KUEMI Jacob";Tabouret;2;2000;4000;4000;0;Importée;"Année déduite de la ligne précédente"
982;10/11/2025;;Galerie;"Miel Blanc sec";3;8500;85003;25500;59503;Importée;"Année déduite de la ligne précédente | Code de boutique absent | Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
983;07/11/2025;06;Floralis;"eau javel";1;2000;2000;2000;0;Importée;"Année déduite de la ligne précédente"
984;11/11/2025;06;Floralis;Croquettes;6;100;600;600;0;Importée;"Année déduite de la ligne précédente"
985;14/11/2025;04;"Kuemi Jacob";"gueridon bambou";2;2000;4000;4000;0;Importée;"Année déduite de la ligne précédente"
986;12/11/2025;06;Floralis;croquettes;5;100;500;500;0;Importée;"Année déduite de la ligne précédente"
987;17/11/2025;01;"Mme Mboule";"Vin champignon";2;3500;7000;7000;0;Importée;"Année déduite de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « Mboule » à 75,0 %"
988;17/11/2025;02;"Djoko Pokam A";"stop gastrite";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente"
989;18/11/2025;06;Floralis;croquette;1;100;100;100;0;Importée;"Année déduite de la ligne précédente"
990;20/11/2025;06;Floralis;croquette;12;100;1200;1200;0;Importée;"Année déduite de la ligne précédente"
991;20/11/2025;06;Floralis;"Lave vitre";1;1500;1500;1500;0;Importée;"Année déduite de la ligne précédente"
992;24/11/2025;01;Guekam;"vin bitakola";1;2500;2500;2500;0;Importée;"Année déduite de la ligne précédente"
993;26/11/2025;01;JONAS;"Vin d'ail";1;3500;3500;3500;0;Importée;"Année déduite de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « M. Jonas » à 83,3 %"
994;26/11/2025;12;"Tijou fideline";Bracelet;2;1000;2000;2000;0;Importée;"Date reprise de la ligne précédente"
995;26/11/2025;"""";"Tijou fideline";"Porte clé";1;1000;1000;1000;0;Importée;"Date reprise de la ligne précédente | Code de boutique repris de la ligne précédente | Nom d'artisan repris de la ligne précédente"
996;26/11/2025;"""";"Tijou fideline";"Porte clé";1;500;500;500;0;Importée;"Date reprise de la ligne précédente | Code de boutique repris de la ligne précédente | Nom d'artisan repris de la ligne précédente | Désignation reprise de la ligne précédente"
997;26/11/2025;"""";"Tijou fideline";bague;6;500;3000;3000;0;Importée;"Date reprise de la ligne précédente | Code de boutique repris de la ligne précédente | Nom d'artisan repris de la ligne précédente"
998;26/11/2025;"Miel VARBAMEN";Miel;bouteille;3000;1;3000;3000;0;Importée;"Date reprise de la ligne précédente"
999;26/11/2025;Floralis;croquette;sachet;500;5;500;2500;-2000;Importée;"Date reprise de la ligne précédente | Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
1000;28/11/2025;02;"Djoko Pokam";"Charbon Vegetal";1;1500;1500;1500;0;Importée;"Année déduite de la ligne précédente"
1001;28/11/2025;06;Floralis;croquette;2;100;200;200;0;Importée;"Année déduite de la ligne précédente"
1002;03/12/2025;06;"crousti delice";biscuit;1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
1003;03/12/2025;06;Floralis;croquette;3;100;300;300;0;Importée;"Année déduite de la ligne précédente"
1004;03/12/2025;09;Bambou;boucle;1;500;500;500;0;Importée;"Date reprise de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « Mambou » à 83,3 %"
1005;04/12/2025;12;"Mika perls";"petit sac en perle";1;1500;1500;1500;0;Importée;"Année déduite de la ligne précédente"
1006;08/12/2025;06;Solista;Baume;1;500;500;500;0;Importée;"Année déduite de la ligne précédente"
1007;08/12/2025;06;Floralis;Croquette;8;100;800;800;0;Importée;"Date reprise de la ligne précédente"
1008;09/12/2025;09;"Artisan Bangante";Bracelets;4;1300;5200;5200;0;Importée;"Année déduite de la ligne précédente"
1009;09/12/2025;"""";"Artisan Bangante";bracelets;5;500;2500;2500;0;Importée;"Date reprise de la ligne précédente | Code de boutique repris de la ligne précédente | Nom d'artisan repris de la ligne précédente"
1010;09/12/2025;"""";"Artisan Bangante";bracelets;1;1000;1000;1000;0;Importée;"Date reprise de la ligne précédente | Code de boutique repris de la ligne précédente | Nom d'artisan repris de la ligne précédente"
1011;09/12/2025;"""";"Artisan Bangante";"bords d'oreille";3;500;1500;1500;0;Importée;"Date reprise de la ligne précédente | Code de boutique repris de la ligne précédente | Nom d'artisan repris de la ligne précédente"
1012;09/12/2025;"""";"Artisan Bangante";Collier;2;500;1000;1000;0;Importée;"Date reprise de la ligne précédente | Code de boutique repris de la ligne précédente | Nom d'artisan repris de la ligne précédente"
1013;09/12/2025;06;Floralis;Croquette;2;100;200;200;0;Importée;"Année déduite de la ligne précédente"
1014;09/12/2025;06;Floralis;Croquette;3;100;300;300;0;Importée;"Date reprise de la ligne précédente"
1015;10/12/2025;06;Floralis;Croquette;12;100;1200;1200;0;Importée;"Année déduite de la ligne précédente"
1016;10/12/2025;;Solista;Baume;1;250;250;250;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1017;12/12/2025;;Guekam;"Vin de cola";1;2500;2500;2500;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1018;12/12/2025;;Guekam;"Vin de bitakola";1;2500;2500;2500;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1019;12/12/2025;;Floralis;"Vinaigre blanc";2;300;600;600;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1020;12/12/2025;;Floralis;"Vinaigre 1/2 litre";2;150;300;300;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Nom d'artisan repris de la ligne précédente"
1021;12/12/2025;;"Artisane Fbay";"biscuit de Patate";1;1000;1000;1000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1022;12/12/2025;;"Artisane Fbay";"chips de pomme";2;500;1000;1000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Nom d'artisan repris de la ligne précédente"
1023;12/12/2025;;"Artisane Fbay";"Vin therapeutique BELLA AFRICA";1;3000;3000;3000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Nom d'artisan repris de la ligne précédente"
1024;12/12/2025;;Floralis;croquette;1;100;100;100;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
1025;12/12/2025;;Floralis;"2 bouteille miel bamenda";2;8500;17000;17000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Nom d'artisan repris de la ligne précédente"
1026;13/12/2025;06;Floralis;Croquettes;3;300;300;900;-600;Importée;"Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
1028;18/12/2025;06;;"Gommage facial";1;3500;3500;3500;0;Importée;"Artisan non identifiable"
1032;23/12/2025;09;MBIAKOP;Collier;1;1500;1500;1500;0;Importée;"Année déduite de la ligne précédente"
1033;23/12/2025;12;"MIKA Perls";bracelets;2;1000;2000;2000;0;Importée;"Année déduite de la ligne précédente"
1034;23/12/2025;;"Guy Marcel";"miel bangou";1;2000;2000;2000;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1035;23/12/2025;;"Guy Marcel";"Piment bangou";1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1036;23/12/2025;;"Chips de maïs";"Soeur monastère";1;100;100;100;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1037;26/12/2025;;"Cookies manioc";"ETS SAYA";1;800;800;800;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent | Rapprochement d'artisan écarté : sous le seuil : « Chips manioc » à 76,9 %"
1038;26/12/2025;;"Chips manioc";"ETS SAYA";1;500;500;500;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1039;26/12/2025;;Caramel;monastère;1;1000;1000;1000;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1040;26/12/2025;;"Chips de maïs";monastère;1;100;100;100;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1041;26/12/2025;;Floralis;croquette;5;100;500;500;0;Importée;"Année déduite de la ligne précédente | Code de boutique absent"
1043;29/12/2025;04;"Soeur monastère";"Chips maïs";1;1000;1000;1000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Monastère » à 75,0 %"
1044;29/12/2025;04;"Soeur monastère";"Chips maïs";1;100;100;100;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Monastère » à 75,0 %"
1045;29/12/2025;04;"Soeur monastère";"chips maïs";1;100;100;100;0;Importée;"Date invalide dans le registre | Rapprochement d'artisan écarté : sous le seuil : « Monastère » à 75,0 %"
1054;06/01/2026;;"Tableau décoration";Justine;1;12000;12000;12000;0;Importée;"Code de boutique absent"
1055;06/01/2026;;MBIAKOP;Tableau;1;1500;1500;1500;0;Importée;"Code de boutique absent"
1056;06/01/2026;;"Porte stylos MBIAKOP";"Porte stylos";1;500;500;500;0;Importée;"Code de boutique absent"
1057;12/01/2026;04;"Soeur monastère";"Liqueur Cacao";2;1000;2000;2000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Monastère » à 75,0 %"
1058;12/01/2026;04;"Soeur monastère";"Pommade multi plante";1;2000;2000;2000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Monastère » à 75,0 %"
1062;14/01/2026;;"CHINDA So Koudjou";"Porte clés";5;1000;5000;5000;0;Importée;"Code de boutique absent"
1063;04/03/2026;;;"Bouteille Varbat";2;;;;;"Non importée";"Code de boutique absent | Artisan non identifiable | Quantité, prix et montant trop lacunaires pour une vente"
1064;04/03/2026;;;"Var Bamenda / Varbat";2;3000;6000;6000;0;Importée;"Code de boutique absent | Artisan non identifiable"
1074;30/03/2026;;;"Tableau décoratif";1;12000;12000;12000;0;Importée;"Code de boutique absent | Artisan non identifiable"
